nestbox,tag,tag2,rfid,date,band_number,ringing_age,sex
Ha148,,,989001026313034,2018-04-18T00:00:00Z,GG27972,2018 adult,F
Ha152,,,989001026313011,2018-04-18T00:00:00Z,GG24019,2007,F
Ha164,,,989001026312950,2018-04-18T00:00:00Z,GG31663,2017 adult,M
Ha160,4778,added on 1/5/18,989001026312947,2018-04-22T00:00:00Z,GG27973,2018 adult,F
Ha157,4795,added on 1/5/18,989001026313006,2018-04-22T00:00:00Z,GG31657,2017 adult,F
Ha246,,,989001026312970,2018-04-23T00:00:00Z,GG31076,2016,M
Ha53,4793,,989001026346980,2018-04-23T00:00:00Z,GG31056,2016 adult,F
Ha252,,,989001026347031,2018-04-24T00:00:00Z,GG31073,2016,M
Ha214,4788,,989001026312984,2018-04-29T00:00:00Z,GG23204,2013adult,F
Ha250,4779,,989001026312952,2018-04-29T00:00:00Z,GG24120,2015,F
Ha223,4797,,989001026312959,2018-04-30T00:00:00Z,GG27974,2018 adult,F
Ha221,,,989001026312958,2018-04-30T00:00:00Z,GG27739,2016,F
Ha231,4789,,989001026313001,2018-04-30T00:00:00Z,GG27975,2018 adult,F
Ha236,,,989001026312981,2018-04-30T00:00:00Z,GG31682,2017 adult,F
Ha140,4782,,989001026313016,2018-05-02T00:00:00Z,GG31694,2017 adult,F
Ha225,4783,,989001026312948,2018-05-02T00:00:00Z,GG27976,2018 adult,F
Ha222,4780,,989001026312965,2018-05-06T00:00:00Z,GG27977,2018 adult,F
Ha259,,,989001026312986,2018-05-06T00:00:00Z,GG25729,2014,F
Ha214,4796,,989001026312982,2018-05-06T00:00:00Z,GG17716,2010,M
Ha226,,,989001026312956,2018-05-09T00:00:00Z,GG27978,2018 adult,F
Ha211,,,989001026312979,2018-05-09T00:00:00Z,GG27979,2018 adult,F
Ha151,,,989001026312975,2018-05-10T00:00:00Z,GG27980,2018 adult,F
Ha247,,,989001026312944,2018-05-10T00:00:00Z,GG27981,2018 adult,F
Ha217,4791,,989001026346996,2018-05-13T00:00:00Z,GG27982,2018 adult,F
Ha229,,,989001026346949,2018-05-13T00:00:00Z,GG27983,2018 adult,F
Ha157,4790,,989001026346984,2018-05-15T00:00:00Z,GG31658,2017 adult,M
Ha231,4915,,989001026346966,2018-05-16T00:00:00Z,GG27984,2018 adult,M
Ha213,,,989001026347014,2018-05-21T00:00:00Z,GG27985,2018 adult,F
Ha247,,,98900102631303,2018-05-22T00:00:00Z,GG27986,1,
Ha247,4752,,989001026313007,2018-05-22T00:00:00Z,GG27987,1,
Ha247,4728,,989001026313023,2018-05-22T00:00:00Z,GG27988,1,
Ha247,4747,,989001026312967,2018-05-22T00:00:00Z,GG27989,1,
Ha247,,,98900102631299,2018-05-22T00:00:00Z,GG27990,1,
Ha247,4743,,989001026312985,2018-05-22T00:00:00Z,GG27991,1,
Ha223,4907,,989001026312971,2018-05-23T00:00:00Z,GG31977,2017,M
Ha100,,,989001026346972,2018-05-28T00:00:00Z,GG25853,2018 adult,F
Ha140,4757,,989001026312962,2018-05-27T00:00:00Z,GG27997,1,
Ha140,,,989001026313037,2018-05-27T00:00:00Z,GG27998,1,
Ha140,4748,,989001026312998,2018-05-27T00:00:00Z,GG27999,1,
Ha140,4754,,989001026312978,2018-05-27T00:00:00Z,GG28000,1,
Ha140,4753,,989001026312977,2018-05-27T00:00:00Z,GG25851,1,
Ha140,,,989001026312943,2018-05-27T00:00:00Z,GG25852,1,
Ha402,,,989001026347029,2018-05-30T00:00:00Z,GG25862,2018 adult,F
Ha226,,,98900102631301,2018-05-30T00:00:00Z,GG25868,2018 adult,M
Ha205,,,989001026312946,2018-05-30T00:00:00Z,GG25854,1,
Ha205,,,989001026312949,2018-05-30T00:00:00Z,GG25855,1,
Ha205,,,98900102631298,2018-05-30T00:00:00Z,GG25856,1,
Ha205,,,989001026312954,2018-05-30T00:00:00Z,GG25857,1,
Ha205,,,989001026312997,2018-05-30T00:00:00Z,GG25858,1,
Ha402,,,989001026313012,2018-05-30T00:00:00Z,GG25859,1,
Ha402,,,989001026313029,2018-05-30T00:00:00Z,GG25860,1,
Ha402,,,989001026312991,2018-05-30T00:00:00Z,GG25861,1,
Ha401,,,989001026312961,2018-05-30T00:00:00Z,GG25863,1,
Ha401,,,98900102631296,2018-05-30T00:00:00Z,GG25864,1,
Ha401,,,989001026312945,2018-05-30T00:00:00Z,GG25865,1,
Ha401,,,989001026312969,2018-05-30T00:00:00Z,GG25866,1,
Ha401,,,989001026347015,2018-05-30T00:00:00Z,GG25867,1,
Ha250,4761,,989001026313005,2018-05-31T00:00:00Z,GG25869,1,
Ha250,4759,,98900102634704,2018-05-31T00:00:00Z,GG25870,1,
Ha217,4910,,989001026346948,2018-06-06T00:00:00Z,GG25871,2018 adult,M
Ha213,4912,,98900102634696,2018-06-07T00:00:00Z,GG25032,2013,M
HN2,,,989001026346995,2018-06-06T00:00:00Z,GG25872,1,
HN2,4764,,989001026312941,2018-06-06T00:00:00Z,GG25873,1,
HN2,,,989001026346973,2018-06-06T00:00:00Z,GG25874,1,
HN2,4762,,989001026313002,2018-06-06T00:00:00Z,GG25875,1,
HN2,4726,,989001026347009,2018-06-06T00:00:00Z,GG25876,1,
Ha190,,kobi,989001026347039,2018-06-10T00:00:00Z,GG35496,1,
Ha190,,kobi,989001026347006,2018-06-10T00:00:00Z,GG35497,1,
Ha190,,kobi,989001026347035,2018-06-10T00:00:00Z,GG35498,1,
Ha193,,kobi,989001026313013,2018-06-10T00:00:00Z,GG35499,1,
Ha193,,kobi,989001026347004,2018-06-10T00:00:00Z,GG35500,1,
Ha193,,kobi,989001026346959,2018-06-10T00:00:00Z,GG33601,1,
Ha193,,kobi,989001026312995,2018-06-10T00:00:00Z,GG33602,1,
Ha194,,kobi,989001026347,2018-06-10T00:00:00Z,GG33603,1,
Ha194,,kobi,989001026347007,2018-06-10T00:00:00Z,GG33604,1,
Ha184,,kobi,989001026346998,2018-06-10T00:00:00Z,GG33605,1,
Ha184,,kobi,989001026346952,2018-06-10T00:00:00Z,GG33606,1,
Ha184,,kobi,98900102634702,2018-06-10T00:00:00Z,GG 33607,1,
Ha177,,kobi,989001026313036,2018-06-10T00:00:00Z,G21416,2018 adult,F
Ha184,,kobi,989001026347005,2018-06-10T00:00:00Z,G21417,2018 adult,F
Ha214,,,989001026312983,2018-05-23T00:00:00Z,GG27992,1,
Ha214,4744,,989001026312955,2018-05-23T00:00:00Z,GG27993,1,
Ha214,,,989001026312963,2018-05-23T00:00:00Z,GG27994,1,
Ha214,4769,,989001026312951,2018-05-23T00:00:00Z,GG27995,1,
Ha214,4745,,989001026312976,2018-05-23T00:00:00Z,GG27996,1,
Ha157,4722,,989001026346878,2018-06-10T00:00:00Z,GG25877,1,
Ha157,4718,,989001026346863,2018-06-10T00:00:00Z,GG25878,1,
Ha157,,,989001026346885,2018-06-10T00:00:00Z,GG25879,1,
Ha157,4740,,989001026346915,2018-06-10T00:00:00Z,GG25880,1,
Ha157,4749,found dead in box,989001026346892,2018-06-10T00:00:00Z,GG25881,1,
Ha157,4756,,989001026346871,2018-06-10T00:00:00Z,GG25882,1,
Ha157,,,989001026346916,2018-06-10T00:00:00Z,GG25883,1,
Ha157,4766,,989001026346917,2018-06-10T00:00:00Z,GG25884,1,
Ha231,4768,,98900102634693,2018-06-10T00:00:00Z,GG25886,1,
Ha231,4741,,989001026346869,2018-06-10T00:00:00Z,GG25887,1,
Ha231,,,98900102634689,2018-06-10T00:00:00Z,GG25888,1,
Ha231,4750,,989001026346939,2018-06-10T00:00:00Z,GG25889,1,
Ha231,4763,,989001026346942,2018-06-10T00:00:00Z,GG25890,1,
Ha231,,,989001026346928,2018-06-10T00:00:00Z,GG25891,1,
Ha223,4767,,989001023646957,2018-06-14T00:00:00Z,GG25892,1,
Ha223,4724,,989001026346873,2018-06-14T00:00:00Z,GG25893,1,
Ha223,4719,,989001026346989,2018-06-14T00:00:00Z,GG25894,1,
Ha223,4739,,989001026346954,2018-06-14T00:00:00Z,GG25895,1,
Ha225,4751,,989001026346979,2018-06-14T00:00:00Z,GG25896,1,
Ha225,4735,,989001026346947,2018-06-14T00:00:00Z,GG25897,1,
Ha225,,,989001026346964,2018-06-14T00:00:00Z,GG25898,1,
Ha225,4733,,989001026346967,2018-06-14T00:00:00Z,GG25899,1,
Ha225,,,989001026312942,2018-06-14T00:00:00Z,GG25900,1,
Ha225,,,989001026347041,2018-06-14T00:00:00Z,GG31751,1,
Ha225,,,989001026347023,2018-06-14T00:00:00Z,GG31752,1,
Ha236,4742,,989001023646889,2018-06-14T00:00:00Z,GG31753,1,
Ha236,4723,,989001026346893,2018-06-14T00:00:00Z,GG31754,1,
Ha236,4758,,989001026346938,2018-06-14T00:00:00Z,GG31755,1,
Ha259,4736,,989001026346937,2018-06-20T00:00:00Z,GG31756,1,
Ha259,4720,,989001026346901,2018-06-20T00:00:00Z,GG31757,1,
Ha259,,,989001026346887,2018-06-20T00:00:00Z,GG31758,1,
Ha217,4760,,989001026346919,2018-06-28T00:00:00Z,GG31759,1,
Ha217,4765,,989001026346908,2018-06-28T00:00:00Z,GG31760,1,
Ha217,4772,,989001026346918,2018-06-28T00:00:00Z,GG31761,1,
Ha217,4721,,989001026346896,2018-06-28T00:00:00Z,GG31762,1,
Ha217,4725,,98900102634694,2018-06-28T00:00:00Z,GG31763,1,
Ha213,4734,,989001026346924,2018-06-28T00:00:00Z,GG31764,1,
Ha213,4731,,989001026346927,2018-06-28T00:00:00Z,GG31765,1,
Ha213,4743,,989001026346932,2018-06-28T00:00:00Z,GG31766,1,
Ha226,4737,,989001026346914,2018-06-28T00:00:00Z,GG31767,1,
Ha229,4732,dead in box 5/6/19,989001026346876,2018-06-28T00:00:00Z,GG31768,1,
Ha229,4771,,989001026346903,2018-06-28T00:00:00Z,GG31769,1,
Ha229,,,989001026346864,2018-06-28T00:00:00Z,GG31770,1,
Ha229,,,989001026346909,2018-06-28T00:00:00Z,GG31771,1,
Ha229,,,989001026346886,2018-06-28T00:00:00Z,GG31772,1,
Ha229,,,989001026346929,2018-06-28T00:00:00Z,GG31773,1,
Ha229,4738,,989001026346895,2018-06-28T00:00:00Z,GG31774,1,
Ha157,,,989001026313006,2019-04-24T00:00:00Z,GG31657,2017 adult,F
Ha258,,,989001026312962,2019-04-28T00:00:00Z,GG27997,2018,M
Ha258,,,989001026346843,2019-04-28T00:00:00Z,GG31775,2018 adult,F
Ha256,,,989001026346781,2019-04-28T00:00:00Z,GG31776,2018 adult,F
Ha160,,,989001026346875,2019-04-28T00:00:00Z,GG31693,2017 adult,F
Ha214,,,989001026346880,2019-04-29T00:00:00Z,GG31779,2019 adult,F
Ha216,,,989001026346773,2019-04-29T00:00:00Z,GG31780,2019 adult,F
Ha237,,,989001026346818,2019-04-29T00:00:00Z,GG31782,2019 adult,M
Ha237,,,989001026346748,2019-04-29T00:00:00Z,GG31781,2019 adult,F
Ha170,,,989001026346819,2019-05-02T00:00:00Z,GG31777,2019 adult,F
Ha166,,,989001026346807,2019-05-02T00:00:00Z,GG31778,2019 adult,F
Ha167,,,989001026346921,2019-05-02T00:00:00Z,GG31783,2019 adult,F
Ha259,,,989001026346924,2019-05-03T00:00:00Z,GG31764,2018,F
Ha243,,,989001026346775,2019-05-03T00:00:00Z,GG31784,2019 adult,F
Ha128,,,989001026346849,2019-05-03T00:00:00Z,GG31785,2019 adult,F
Ha213,,,989001026346857,2019-05-03T00:00:00Z,GG24265,2015,F
Ha231,,,989001026346842,2019-05-03T00:00:00Z,GG31786,2019 adult,F
Ha231,,,989001026346799,2019-05-03T00:00:00Z,GG31787,1,
Ha231,,,989001026346853,2019-05-03T00:00:00Z,GG31788,1,
Ha231,,,989001026346882,2019-05-03T00:00:00Z,GG31789,1,
Ha277,,,989001026346905,2019-05-05T00:00:00Z,GG31790,2019 adult,F
Ha284,,,989001026346835,2019-05-05T00:00:00Z,GG31791,2019 adult,F
Ha290,,,989001026313034,2019-05-06T00:00:00Z,GG27972,2018 adult,F
Ha230,,,989001026346805,2019-05-06T00:00:00Z,GG34412,2018,F
Ha152,,,989001026346759,2019-05-06T00:00:00Z,GG31792,2018 adult,F
Ha219,,,989001026346770,2019-05-08T00:00:00Z,GG31793,2018 adult,F?
Ha229,,,989001026346949,2019-05-12T00:00:00Z,GG27983,2018 adult,F
Ha223,,,989001026312959,2019-05-12T00:00:00Z,GG27974,2018 adult,F
Ha225,,,989001026312960,2019-05-12T00:00:00Z,GG25864,2018,F
Ha227,,,989001026346850,2019-05-12T00:00:00Z,GG35439,2018,F
Ha221,,,989001026346934,2019-05-12T00:00:00Z,GG31794,2019 adult,F
Ha235,,,989001026346845,2019-05-12T00:00:00Z,GG31795,2019 adult,F?
Ha250,,,989001026346833,2019-05-12T00:00:00Z,GG31796,2019 adult,F
Ha247,,,989001026346923,2019-05-13T00:00:00Z,GG31797,2019 adult,F
Ha254,,,989001026312952,2019-05-13T00:00:00Z,GG24120,2015,F
Ha255,,,989001026346824,2019-05-13T00:00:00Z,GG31798,2019 adult,F
Ha225,,,98900102631296,2019-01-04T00:00:00Z,GG25864,2018,F
Ha218,,,989001026346884,2019-05-15T00:00:00Z,GG31799,2019 adult,F
Ha140,,,989001026313016,2019-05-15T00:00:00Z,GG31694,2017 adult,F
Ha130,,,989001026346858,2019-05-15T00:00:00Z,GG31800,1,
Ha130,,,989001026346898,2019-05-15T00:00:00Z,GG29901,1,
Ha130,,,989001026346811,2019-05-15T00:00:00Z,GG29902,1,
Ha130,,,989001026346764,2019-05-15T00:00:00Z,GG29903,1,
Ha130,,,989001026346872,2019-05-15T00:00:00Z,GG29904,1,
Ha130,,,989001026346804,2019-05-15T00:00:00Z,GG29905,1,
Ha130,,,989001026346814,2019-05-15T00:00:00Z,GG29906,1,
Ha214,,,989001026346868,2019-05-15T00:00:00Z,GG29907,1,
Ha214,,,989001026346900,2019-05-15T00:00:00Z,GG29908,1,
Ha214,,,989001026346913,2019-05-15T00:00:00Z,GG29909,1,
Ha214,,,989001026346784,2019-05-15T00:00:00Z,GG29910,1,
Ha157,,,989001026346803,2019-05-22T00:00:00Z,GG29916,1,
Ha157,,,989001026346769,2019-05-22T00:00:00Z,GG29917,1,
Ha157,,,989001026346867,2019-05-22T00:00:00Z,GG29918,1,
Ha157,,,989001026346827,2019-05-22T00:00:00Z,GG29919,1,
Ha157,,,989001026346815,2019-05-22T00:00:00Z,GG29920,1,
Ha157,,,989001026346920,2019-05-22T00:00:00Z,GG29921,1,
Ha157,,,989001026346762,2019-05-22T00:00:00Z,GG29922,1,
Ha157,,,989001026346793,2019-05-22T00:00:00Z,GG29923,1,
Ha157,,,989001026346798,2019-05-22T00:00:00Z,GG29924,1,
Ha157,,,989001026346806,2019-05-22T00:00:00Z,GG29925,1,
Ha205,,,989001026346907,2019-05-22T00:00:00Z,GG29926,1,
Ha205,,,989001026346854,2019-05-22T00:00:00Z,GG29927,1,
Ha205,,,989001026346760,2019-05-22T00:00:00Z,GG29928,1,
Ha202,,,989001026346783,2019-05-22T00:00:00Z,GG29929,2019 adult,F
Ha195,,,989001026346809,2019-05-27T00:00:00Z,GG29932,1,
Ha195,,,989001026346776,2019-05-27T00:00:00Z,GG29933,1,
Ha195,,,989001026346829,2019-05-27T00:00:00Z,GG29934,1,
Ha195,,,989001026346747,2019-05-27T00:00:00Z,GG29935,1,
Ha195,,,989001026346846,2019-05-27T00:00:00Z,GG29936,1,
Ha194,,,989001026346780,2019-05-27T00:00:00Z,GG29938,1,
Ha194,,,989001026346782,2019-05-27T00:00:00Z,GG29939,1,
Ha194,,,989001026346753,2019-05-27T00:00:00Z,GG29940,1,
Ha402,,,989001026346794,2019-05-27T00:00:00Z,GG29942,1,
Ha402,,,989001026346933,2019-05-27T00:00:00Z,GG29943,1,
Ha402,,,989001026346897,2019-05-27T00:00:00Z,GG29944,1,
Ha184,,,989001026346823,2019-05-26T00:00:00Z,GG29930,2019 adult,F
Ha212,,,989001026346758,2019-05-26T00:00:00Z,GG29931,2019 adult,F
Ha193,,,989001026346765,2019-05-26T00:00:00Z,GG29937,2019 adult,F
Ha402,,,989001026346926,2019-05-27T00:00:00Z,GG29941,2019 adult,F
Ha401,,,989001026346875,2019-05-27T00:00:00Z,GG31693,2017 adult,F
Ha208,,,989001026346851,2019-05-29T00:00:00Z,GG31806,2019 adult,F
Ha207,,,989001026346755,2019-05-29T00:00:00Z,GG31705,2017 adult,F
Ha160,,,989001026346801,2019-05-29T00:00:00Z,GG29945,1,
Ha160,,,989001026346791,2019-05-29T00:00:00Z,GG29946,1,
Ha160,,,989001026346774,2019-05-29T00:00:00Z,GG29947,1,
Ha160,,,989001026346836,2019-05-29T00:00:00Z,GG29948,1,
Ha160,,,989001026346904,2019-05-29T00:00:00Z,GG29949,1,
Ha160,,,989001026346751,2019-05-29T00:00:00Z,GG29950,1,
Ha160,,,989001026346861,2019-05-29T00:00:00Z,GG31801,1,
Ha160,,,989001026346797,2019-05-29T00:00:00Z,GG31802,1,
Ha284,,,989001026346844,2019-05-29T00:00:00Z,GG31803,1,
Ha284,,,989001026346779,2019-05-29T00:00:00Z,GG31804,1,
Ha284,,,989001026346812,2019-05-29T00:00:00Z,GG31805,1,
Ha169,,,989001026346935,2019-05-29T00:00:00Z,GG31807,1,
Ha169,,,989001026346766,2019-05-29T00:00:00Z,GG31808,1,
Ha169,,,989001026346745,2019-05-29T00:00:00Z,GG31809,1,
Ha169,,,989001026346830,2019-05-29T00:00:00Z,GG31810,1,
Ha169,,,989001026346754,2019-05-29T00:00:00Z,GG31811,1,
Ha169,,,989001026346788,2019-05-29T00:00:00Z,GG31812,1,
Ha169,,,989001026346925,2019-05-29T00:00:00Z,GG31813,1,
Ha243,,,989001026346841,2019-06-02T00:00:00Z,GG31814,1,
Ha243,,,989001026346870,2019-06-02T00:00:00Z,GG31815,1,
Ha243,,,989001026346838,2019-06-02T00:00:00Z,GG31816,1,
Ha243,,,989001026346936,2019-06-02T00:00:00Z,GG31817,1,
Ha243,,,989001026346874,2019-06-02T00:00:00Z,GG31818,1,
Ha243,,,989001026346840,2019-06-02T00:00:00Z,GG31819,1,
Ha243,,,989001026346763,2019-06-02T00:00:00Z,GG31820,1,
Ha243,,,989001026346789,2019-06-02T00:00:00Z,GG31821,1,
Ha243,,,989001026346756,2019-06-02T00:00:00Z,GG31822,1,
Ha152,,,989001026346816,2019-06-02T00:00:00Z,GG31823,1,
Ha152,,,989001026346877,2019-06-02T00:00:00Z,GG31824,1,
Ha152,,,989001026346931,2019-06-02T00:00:00Z,GG31825,1,
Ha152,,,989001026346767,2019-06-02T00:00:00Z,GG31826,1,
Ha152,,,989001026346796,2019-06-02T00:00:00Z,GG31827,1,
Ha152,,,989001026346808,2019-06-02T00:00:00Z,GG31828,1,
Ha152,,,989001026346743,2019-06-02T00:00:00Z,GG31829,1,
Ha152,,,989001026346785,2019-06-02T00:00:00Z,GG31830,1,
Ha152,,,989001026346906,2019-06-02T00:00:00Z,GG31831,1,
Ha230,,,989001026346757,2019-06-02T00:00:00Z,GG31832,1,
Ha230,,,989001026346821,2019-06-02T00:00:00Z,GG31833,1,
Ha230,,,989001026346822,2019-06-02T00:00:00Z,GG31834,1,
Ha223,,,989001026346922,2019-06-02T00:00:00Z,GG31835,1,
Ha223,,,989001026346866,2019-06-02T00:00:00Z,GG31836,1,
Ha223,,,989001026346837,2019-06-02T00:00:00Z,GG31837,1,
Ha223,,,989001026346834,2019-06-02T00:00:00Z,GG31838,1,
Ha223,,,989001026346941,2019-06-02T00:00:00Z,GG31839,1,
Ha223,,,989001026346768,2019-06-02T00:00:00Z,GG31840,1,
Ha223,,,989001026346862,2019-06-02T00:00:00Z,GG31841,1,
Ha223,,,989001026346865,2019-06-02T00:00:00Z,GG31842,1,
Ha227,,,989001026346752,2019-06-02T00:00:00Z,GG31843,1,
Ha227,,,989001026346856,2019-06-02T00:00:00Z,GG31844,1,
Ha227,,,989001026346894,2019-06-02T00:00:00Z,GG31845,1,
Ha227,,,989001026346777,2019-06-02T00:00:00Z,GG31846,1,
Ha227,,,989001026346848,2019-06-02T00:00:00Z,GG31847,1,
Ha227,,,989001026346772,2019-06-02T00:00:00Z,GG31848,1,
Ha227,,,989001026346778,2019-06-02T00:00:00Z,GG31849,1,
Ha227,,,989001026346899,2019-06-02T00:00:00Z,GG31850,1,
Ha81,,,989001026346728,2019-06-05T00:00:00Z,GG35517,2019 adult,F
Ha222,,,989001026346693,2019-06-05T00:00:00Z,GG35518,2019 adult,F
Ha287,,,989001026346730,2019-06-06T00:00:00Z,GG35519,2019 adult,F
Ha229,,,989001026346698,2019-06-05T00:00:00Z,GG35501,1,
Ha229,,,989001026346670,2019-06-05T00:00:00Z,GG35502,1,
Ha229,,,989001026346696,2019-06-05T00:00:00Z,GG35503,1,
Ha229,,,989001026346729,2019-06-05T00:00:00Z,GG35504,1,
Ha229,,,989001026346643,2019-06-05T00:00:00Z,GG35505,1,
Ha229,,,989001026346700,2019-06-05T00:00:00Z,GG35506,1,
Ha229,,,989001026346649,2019-06-05T00:00:00Z,GG35507,1,
Ha229,,,989001026346645,2019-06-05T00:00:00Z,GG35508,1,
Ha290,,,989001026346888,2019-06-05T00:00:00Z,GG35509,1,
Ha290,,,989001026346648,2019-06-05T00:00:00Z,GG35510,1,
Ha290,,,989001026346663,2019-06-05T00:00:00Z,GG35511,1,
Ha290,,,989001026346665,2019-06-05T00:00:00Z,GG35512,1,
Ha290,,,989001026346817,2019-06-05T00:00:00Z,GG35513,1,
Ha290,,,989001026346740,2019-06-05T00:00:00Z,GG35514,1,
Ha290,,,989001026346736,2019-06-05T00:00:00Z,GG35515,1,
Ha290,,,989001026346902,2019-06-05T00:00:00Z,GG35516,1,
Ha141,,,989001026346792,2019-06-06T00:00:00Z,GG35520,1,
Ha141,,,989001026346883,2019-06-06T00:00:00Z,GG35521,1,
Ha141,,,989001026346839,2019-06-06T00:00:00Z,GG35522,1,
Ha142,,,989001026346744,2019-06-06T00:00:00Z,GG35525,1,
Ha142,,,989001026346660,2019-06-06T00:00:00Z,GG35526,1,
Ha142,,,989001026346820,2019-06-06T00:00:00Z,GG35527,1,
Ha142,,,989001026346825,2019-06-06T00:00:00Z,GG35528,1,
Ha142,,,989001026346669,2019-06-06T00:00:00Z,GG35529,1,
Ha256,,,989001026346687,2019-05-10T00:00:00Z,GG35530,1,
Ha256,,,989001026346802,2019-05-10T00:00:00Z,GG35531,1,
Ha256,,,989001026346678,2019-05-10T00:00:00Z,GG35532,1,
Ha256,,,989001026346786,2019-05-10T00:00:00Z,GG35533,1,
Ha256,,,989001026346656,2019-05-10T00:00:00Z,GG35534,1,
Ha256,,,989001026346832,2019-05-10T00:00:00Z,GG35535,1,
Ha256,,,989001026346719,2019-05-10T00:00:00Z,GG35536,1,
Ha256,,,989001026346673,2019-05-10T00:00:00Z,GG35537,1,
Ha255,,,989001026346847,2019-05-10T00:00:00Z,GG35538,1,
Ha255,,,989001026346644,2019-05-10T00:00:00Z,GG35539,1,
Ha255,,,989001026346679,2019-05-10T00:00:00Z,GG35540,1,
Ha255,,,989001026346662,2019-05-10T00:00:00Z,GG35541,1,
Ha216,,,989001026346826,2019-06-10T00:00:00Z,GG35542,1,
Ha216,,,989001026346828,2019-06-10T00:00:00Z,GG35543,1,
Ha216,,,989001026346746,2019-06-10T00:00:00Z,GG35544,1,
Ha216,,,989001026346658,2019-06-10T00:00:00Z,GG35545,1,
Ha216,,,989001026346684,2019-06-10T00:00:00Z,GG35546,1,
Ha216,,,989001026346860,2019-06-10T00:00:00Z,GG35547,1,
Ha216,,,989001026346911,2019-06-10T00:00:00Z,GG35548,1,
Ha216,,,989001026346912,2019-06-10T00:00:00Z,GG35549,1,
Ha216,,,989001026346761,2019-06-10T00:00:00Z,GG35550,1,
Ha225,,,989001026346787,2019-06-10T00:00:00Z,GG35551,1,
